CompraID,ProveedorID,Fecha_compra,Fecha_facturacion,Fecha_pago,Precio_total,Costo_envio,Aprobacion
8311,2555,2016-01-03,2016-01-25,2016-03-06,8801.36,48.41,No Aplica
8379,2450,2016-01-07,2016-01-20,2016-02-20,194.22,1.05,No Aplica
8393,2496,2016-01-08,2016-01-19,2016-02-20,1693.81,8.47,No Aplica
8380,17037,2016-01-07,2016-01-19,2016-03-05,702.18,3.79,No Aplica
8326,3252,2016-01-04,2016-01-22,2016-02-27,151950.9,698.97,No Aplica
8361,2561,2016-01-06,2016-01-21,2016-02-22,11724.18,64.48,No Aplica
8342,1655,2016-01-05,2016-01-18,2016-03-04,1958.54,9.01,No Aplica
8381,17031,2016-01-07,2016-01-18,2016-02-27,5236.22,26.7,No Aplica
8327,90011,2016-01-04,2016-01-18,2016-02-28,171.35,0.86,No Aplica
8382,9744,2016-01-07,2016-01-24,2016-02-22,16996.3,93.48,No Aplica
8343,3924,2016-01-05,2016-01-20,2016-02-18,33078.04,168.7,No Aplica
8328,90053,2016-01-04,2016-01-22,2016-02-20,416.4,2.17,No Aplica
8329,17032,2016-01-04,2016-01-20,2016-03-06,1144.2,6.18,No Aplica
8330,12546,2016-01-04,2016-01-20,2016-02-19,382617.62,2027.87,Frank Delahunt
8362,4550,2016-01-06,2016-01-25,2016-03-06,1308.02,6.54,No Aplica
8363,4692,2016-01-06,2016-01-20,2016-03-02,49629.65,233.26,No Aplica
8312,90032,2016-01-03,2016-01-25,2016-02-27,1153.2,6.34,No Aplica
8364,4848,2016-01-06,2016-01-19,2016-03-05,902.01,4.78,No Aplica
8394,4950,2016-01-08,2016-01-18,2016-02-29,4146.3,20.32,No Aplica
8344,8352,2016-01-05,2016-01-22,2016-03-03,28477.46,142.39,No Aplica
8345,9552,2016-01-05,2016-01-19,2016-03-02,173132.79,865.66,No Aplica
8346,10000,2016-01-05,2016-01-18,2016-02-18,13633.72,66.81,No Aplica
8313,5455,2016-01-03,2016-01-18,2016-03-02,1850.94,8.88,No Aplica
8383,4425,2016-01-07,2016-01-23,2016-02-29,987.34,4.64,No Aplica
8331,4425,2016-01-04,2016-01-26,2016-02-28,291914.17,1517.95,Frank Delahunt
8347,5992,2016-01-05,2016-01-22,2016-02-29,2979.43,14.9,No Aplica
8384,6213,2016-01-07,2016-01-19,2016-02-25,28780.68,143.9,No Aplica
8348,8112,2016-01-05,2016-01-21,2016-03-01,64917.6,324.59,No Aplica
8314,6215,2016-01-03,2016-01-19,2016-03-05,515.76,2.58,No Aplica
8385,6355,2016-01-07,2016-01-21,2016-02-21,482.76,2.51,No Aplica
8332,6359,2016-01-04,2016-01-21,2016-03-03,1650.38,9.08,No Aplica
8333,6785,2016-01-04,2016-01-22,2016-02-23,29047.82,142.33,No Aplica
8395,10754,2016-01-08,2016-01-23,2016-02-27,58586.59,322.23,No Aplica
8315,17035,2016-01-03,2016-01-25,2016-02-25,220470.75,1080.31,No Aplica
8316,9206,2016-01-03,2016-01-22,2016-02-18,7229.15,35.42,No Aplica
8349,7153,2016-01-05,2016-01-26,2016-03-03,39989.32,203.95,No Aplica
8386,90027,2016-01-07,2016-01-23,2016-02-21,742.68,3.86,No Aplica
8317,7154,2016-01-03,2016-01-20,2016-03-02,847.56,4.66,No Aplica
8387,7240,2016-01-07,2016-01-23,2016-02-24,872.97,4.36,No Aplica
8396,7245,2016-01-08,2016-01-22,2016-03-04,84022.1,420.11,No Aplica
8388,7255,2016-01-07,2016-01-20,2016-03-01,769.63,4.23,No Aplica
8365,7239,2016-01-06,2016-01-19,2016-03-05,21832.98,117.9,No Aplica
8366,8004,2016-01-06,2016-01-24,2016-02-22,143691.8,689.72,No Aplica
8397,660,2016-01-08,2016-01-24,2016-03-02,47750.1,233.98,No Aplica
8350,17033,2016-01-05,2016-01-18,2016-02-20,581.07,2.91,No Aplica
8351,8150,2016-01-05,2016-01-24,2016-02-23,346.16,1.87,No Aplica
8318,98450,2016-01-03,2016-01-26,2016-02-19,1341.56,6.17,No Aplica
8367,8320,2016-01-06,2016-01-20,2016-02-21,9112.05,47.38,No Aplica
8334,3089,2016-01-04,2016-01-23,2016-03-04,18929.16,87.07,No Aplica
8368,28750,2016-01-06,2016-01-18,2016-02-22,516.72,2.84,No Aplica
8319,2000,2016-01-03,2016-01-21,2016-03-04,40163.56,180.74,No Aplica
8389,653,2016-01-07,2016-01-18,2016-02-18,23611.74,106.25,No Aplica
8320,8673,2016-01-03,2016-01-22,2016-02-20,20329.38,93.52,No Aplica
8352,12331,2016-01-05,2016-01-26,2016-03-02,271.32,1.22,No Aplica
8353,8664,2016-01-05,2016-01-23,2016-03-02,30980.69,154.9,No Aplica
8398,8735,2016-01-08,2016-01-26,2016-03-04,518.82,2.59,No Aplica
8335,90056,2016-01-04,2016-01-26,2016-02-25,1378.61,6.34,No Aplica
8369,8920,2016-01-06,2016-01-23,2016-02-26,1155.99,6.36,No Aplica
8370,28776,2016-01-06,2016-01-24,2016-03-06,1020.6,5.1,No Aplica
8390,173357,2016-01-07,2016-01-25,2016-02-25,697.32,3.42,No Aplica
8336,90017,2016-01-04,2016-01-23,2016-02-28,294.84,1.47,No Aplica
8354,90037,2016-01-05,2016-01-26,2016-02-28,166.62,0.78,No Aplica
8355,9819,2016-01-05,2016-01-24,2016-02-21,36291.13,163.31,No Aplica
8399,8892,2016-01-08,2016-01-22,2016-03-05,39187.13,195.94,No Aplica
8391,9260,2016-01-07,2016-01-24,2016-02-18,208.23,0.98,No Aplica
8371,9165,2016-01-06,2016-01-19,2016-02-24,205977.11,947.49,No Aplica
8321,9751,2016-01-03,2016-01-19,2016-02-24,272.64,1.34,No Aplica
8372,90010,2016-01-06,2016-01-26,2016-02-29,958.38,5.08,No Aplica
8322,1587,2016-01-03,2016-01-18,2016-02-27,12903.55,61.94,No Aplica
8400,90024,2016-01-08,2016-01-18,2016-02-19,5017.26,22.58,No Aplica
8356,1601,2016-01-05,2016-01-24,2016-02-26,844.89,4.06,No Aplica
8373,90057,2016-01-06,2016-01-25,2016-03-01,137.16,0.66,No Aplica
8337,9622,2016-01-04,2016-01-24,2016-02-23,399.12,2.08,No Aplica
8338,9625,2016-01-04,2016-01-22,2016-02-19,3891.24,20.62,No Aplica
8374,3664,2016-01-06,2016-01-19,2016-03-02,37350.45,190.49,No Aplica
8401,9815,2016-01-08,2016-01-19,2016-03-03,80656.07,411.35,No Aplica
8357,90058,2016-01-05,2016-01-26,2016-03-01,800.22,4.16,No Aplica
8469,4466,2016-01-14,2016-01-27,2016-03-11,673.2,3.3,No Aplica
8456,388,2016-01-13,2016-01-31,2016-02-28,379.92,1.98,No Aplica
8433,480,2016-01-12,2016-01-29,2016-03-10,150950.37,815.13,No Aplica
8402,516,2016-01-10,2016-02-01,2016-03-09,30048.37,162.26,No Aplica
8403,2396,2016-01-10,2016-01-27,2016-02-28,409.43,2.25,No Aplica
8457,1128,2016-01-13,2016-02-02,2016-02-29,142492.97,755.21,No Aplica
8434,1189,2016-01-12,2016-01-28,2016-03-08,661.5,3.04,No Aplica
8435,1273,2016-01-12,2016-02-01,2016-03-01,3011.7,15.36,No Aplica
8483,11567,2016-01-15,2016-02-02,2016-02-25,35547.48,159.96,No Aplica
8458,90046,2016-01-13,2016-01-27,2016-02-28,230.04,1.08,No Aplica
8436,1485,2016-01-12,2016-01-26,2016-03-04,14338.45,65.96,No Aplica
8404,4380,2016-01-10,2016-01-30,2016-03-09,6531.89,32.66,No Aplica
8419,1392,2016-01-11,2016-01-30,2016-03-01,161291.06,758.07,No Aplica
8420,90047,2016-01-11,2016-01-27,2016-03-02,4392.3,20.2,No Aplica
8437,2242,2016-01-12,2016-01-31,2016-03-04,20426.54,100.09,No Aplica
8484,1590,2016-01-15,2016-01-31,2016-03-08,16110.19,87.0,No Aplica
8459,3960,2016-01-13,2016-01-26,2016-02-27,545477.42,2672.84,Frank Delahunt
8485,2555,2016-01-15,2016-01-28,2016-03-09,8298.39,45.64,No Aplica
8460,2450,2016-01-13,2016-02-02,2016-03-02,129.48,0.7,No Aplica
8421,2496,2016-01-11,2016-01-25,2016-03-02,1484.41,8.02,No Aplica
8422,17037,2016-01-11,2016-01-25,2016-03-11,607.26,2.91,No Aplica
8438,3252,2016-01-12,2016-01-25,2016-03-12,156914.13,847.34,No Aplica
8486,2561,2016-01-15,2016-01-30,2016-03-07,20849.8,100.08,No Aplica
8439,1655,2016-01-12,2016-01-28,2016-03-03,828.6,4.47,No Aplica
8470,17031,2016-01-14,2016-01-28,2016-03-11,4201.92,23.11,No Aplica
8471,90011,2016-01-14,2016-01-31,2016-03-12,222.6,1.18,No Aplica
8440,9744,2016-01-12,2016-01-30,2016-03-04,24450.41,134.48,No Aplica
8423,90051,2016-01-11,2016-01-30,2016-03-01,314.87,1.54,No Aplica
8441,90052,2016-01-12,2016-01-30,2016-03-08,94.08,0.52,No Aplica
8472,3924,2016-01-14,2016-01-26,2016-03-06,33870.43,182.9,No Aplica
8442,3950,2016-01-12,2016-01-26,2016-03-05,22.55,0.12,No Aplica
8473,90053,2016-01-14,2016-01-26,2016-02-28,312.96,1.72,No Aplica
8424,17032,2016-01-11,2016-01-27,2016-02-28,1895.28,8.72,No Aplica
8443,12546,2016-01-12,2016-01-28,2016-03-04,314118.79,1602.01,Frank Delahunt
8474,4550,2016-01-14,2016-02-01,2016-03-11,1069.32,5.56,No Aplica
8461,4692,2016-01-13,2016-02-01,2016-03-09,15167.02,81.9,No Aplica
8425,90032,2016-01-11,2016-01-30,2016-03-01,927.27,4.45,No Aplica
8444,4848,2016-01-12,2016-01-30,2016-03-10,1339.14,7.1,No Aplica
8405,4950,2016-01-10,2016-01-31,2016-03-10,4627.96,24.53,No Aplica
8445,8352,2016-01-12,2016-01-27,2016-02-27,26348.0,137.01,No Aplica
8462,9552,2016-01-13,2016-01-30,2016-03-08,161003.31,772.82,No Aplica
8406,10000,2016-01-10,2016-01-29,2016-03-06,14255.2,71.28,No Aplica
8463,5455,2016-01-13,2016-02-02,2016-03-10,2614.22,12.03,No Aplica
8475,4425,2016-01-14,2016-01-30,2016-03-06,1041.08,5.62,No Aplica
8426,4425,2016-01-11,2016-01-25,2016-03-13,326842.06,1568.84,Frank Delahunt
8464,5992,2016-01-13,2016-01-26,2016-02-26,3873.23,17.43,No Aplica
8446,6213,2016-01-12,2016-02-02,2016-02-27,34590.41,155.66,No Aplica
8476,5612,2016-01-14,2016-01-31,2016-03-13,4.14,0.02,No Aplica
